age,job,marital,education,balance,housing,duration,campaign,approval
42,bluecollar,married,second,0,yes,328,6,no
50,technician,married,second,1160,yes,119,2,no
41,bluecollar,married,first,389,yes,87,6,no
34,admin.,single,second,10,no,162,1,no
32,,married,second,401,yes,294,2,no
58,housemaid,single,third,145,yes,128,2,no
45,technician,married,second,115,yes,108,1,no
28,admin.,single,second,89,yes,172,2,no
35,technician,married,second,94,yes,188,5,no
39,services,married,second,1238,yes,212,2,no
49,unemployed,divorced,third,780,no,148,1,no
50,management,married,third,187,yes,99,1,no
37,management,married,third,238,no,185,1,yes
45,bluecollar,married,first,2463,no,163,2,no
60,housemaid,single,second,1924,no,170,1,no
48,unemployed,married,third,471,yes,668,7,no
36,management,single,third,1531,yes,81,3,no
41,management,single,second,764,no,260,2,no
55,bluecollar,married,second,383,no,287,1,no
70,retired,married,first,3782,no,618,1,no
41,management,married,third,326,yes,788,1,yes
47,services,divorced,second,691,no,285,6,no
34,technician,single,second,0,no,163,2,no
63,management,single,third,99,no,159,1,no
58,retired,married,second,502,yes,197,2,no
51,management,married,third,15,no,212,2,no
45,management,married,third,1929,yes,44,15,no
55,admin.,married,second,0,no,180,2,no
60,bluecollar,single,first,185,no,11,1,no
63,management,single,second,424,yes,863,1,no
27,services,single,second,0,yes,388,7,no
59,retired,married,second,319,yes,123,3,no
34,management,single,third,171,yes,191,1,no
47,technician,divorced,third,1148,yes,62,2,no
44,bluecollar,married,first,11,yes,13,1,no
35,admin.,single,second,0,yes,1073,1,yes
45,management,married,third,186,yes,637,2,no
42,bluecollar,married,first,704,yes,88,10,no
38,technician,married,second,1931,no,167,1,no
34,technician,single,second,923,no,96,4,no
35,technician,married,second,327,yes,537,3,no
29,management,single,second,105,yes,5,3,no
58,retired,married,second,983,no,139,1,no
44,bluecollar,single,first,787,yes,570,2,no
45,entrepreneur,married,third,0,yes,100,3,no
23,bluecollar,married,second,6060,yes,253,2,no
44,services,married,second,5780,yes,525,2,no
60,technician,single,second,790,no,696,3,no
38,unemployed,married,third,1449,no,535,6,no
50,technician,married,second,1412,no,131,3,no
21,student,single,second,681,no,6,1,no
38,entrepreneur,married,third,228,yes,105,1,no
42,admin.,married,second,0,no,370,1,no
45,technician,single,third,1887,no,29,14,no
34,entrepreneur,married,second,2,yes,184,1,no
48,technician,married,second,197,no,47,2,no
34,services,married,second,0,no,193,4,no
32,bluecollar,married,second,1905,yes,709,2,yes
35,technician,married,third,118,no,358,2,no
39,entrepreneur,married,third,2644,yes,253,1,no
36,selfemployed,married,third,16460,yes,197,3,no
35,technician,married,second,13,no,94,2,no
57,services,divorced,second,14,no,445,2,no
28,technician,single,second,769,yes,153,1,no
23,admin.,married,unknown,3485,no,113,1,no
57,management,married,second,139,no,80,1,no
34,services,divorced,second,182,yes,318,1,no
36,technician,married,third,6,yes,100,1,no
47,management,divorced,third,2515,no,40,3,no
36,management,divorced,third,5195,yes,55,25,no
63,management,married,third,1898,no,67,1,no
57,management,married,third,318,no,76,2,no
57,management,married,third,3231,yes,73,1,no
34,admin.,married,second,50,yes,89,2,no
51,housemaid,divorced,third,370,yes,109,3,no
54,bluecollar,divorced,first,182,no,98,1,no
52,selfemployed,single,third,1623,yes,21,17,no
23,entrepreneur,married,third,16342,yes,465,1,no
58,retired,single,first,6570,no,106,3,no
53,admin.,married,second,225,yes,604,1,no
44,management,married,second,665,no,342,3,no
29,management,single,third,0,no,16,25,no
27,services,single,second,54,yes,523,2,yes
35,bluecollar,married,first,46,no,638,3,no
40,selfemployed,married,second,2,no,197,5,no
34,bluecollar,married,second,103,yes,956,2,no
38,admin.,single,second,883,yes,95,1,no
32,services,married,second,55,yes,546,9,no
41,admin.,married,second,8238,yes,124,4,no
25,bluecollar,single,second,913,yes,113,4,no
38,bluecollar,divorced,second,595,yes,245,3,no
26,technician,single,second,7,yes,188,2,no
37,technician,single,third,1661,no,199,5,no
60,management,married,third,102,yes,470,7,yes
36,services,married,second,638,no,90,1,no
63,management,married,second,3132,yes,350,5,no
63,admin.,single,third,490,yes,31,1,no
35,management,married,third,2682,yes,156,1,no
24,services,married,third,0,yes,299,1,no
29,unemployed,married,second,596,no,510,2,no
54,bluecollar,married,second,1859,yes,177,4,no
27,admin.,married,second,132,no,123,2,no
34,management,married,second,0,no,270,1,no
39,bluecollar,married,first,385,yes,225,4,no
38,management,married,third,223,no,63,1,no
37,management,married,third,0,yes,247,13,no
26,services,single,second,512,yes,186,5,no
36,entrepreneur,married,third,1169,yes,168,2,no
35,,single,third,71,yes,836,12,no
60,management,single,third,940,no,131,2,no
25,technician,single,second,80,yes,89,1,no
34,technician,married,second,0,yes,116,4,no
52,unknown,married,unknown,1317,no,58,1,no
39,admin.,married,second,179,no,36,1,no
34,management,married,second,1007,yes,240,2,no
34,management,single,second,0,no,132,4,no
60,services,married,second,1286,yes,544,1,no
63,services,married,second,804,yes,266,1,no
60,student,single,second,4,no,423,2,no
51,bluecollar,married,first,0,yes,324,1,no
36,services,single,second,417,yes,15,10,no
48,bluecollar,married,first,1678,no,263,2,no
37,services,divorced,second,532,yes,199,1,no
58,management,married,second,407,yes,145,2,no
56,management,divorced,third,659,no,56,1,no
34,bluecollar,married,second,393,yes,11,9,no
63,admin.,divorced,second,661,yes,411,1,no
26,services,single,second,0,no,165,23,no
40,management,single,unknown,838,yes,619,3,no
35,services,married,second,195,yes,183,1,no
45,entrepreneur,married,second,68,yes,254,1,no
37,technician,single,second,242,yes,1149,6,yes
35,management,divorced,third,321,yes,189,1,no
23,services,single,second,3403,yes,707,2,yes
28,bluecollar,married,second,8,yes,196,1,no
32,bluecollar,divorced,second,739,yes,171,1,no
26,unemployed,single,second,622,no,1451,2,yes
35,services,married,second,152,yes,563,1,yes
35,technician,single,second,2,no,23956498,4,no
39,bluecollar,married,second,1239,yes,73,6,no
42,bluecollar,divorced,second,1491,yes,183,2,no
32,technician,single,second,6402,yes,158,1,no
60,unemployed,married,second,1210,no,100,4,no
26,management,single,third,122,no,160,1,no
60,student,single,second,0,yes,661,1,no
32,management,married,third,62,yes,166,1,no
47,services,married,second,6363,yes,114,2,no
63,technician,married,third,16992,yes,58,1,no
57,bluecollar,married,first,23,yes,25,8,no
35,admin.,married,second,0,yes,121,2,no
53,technician,married,third,6072,no,226,4,no
24,retired,single,second,366,no,234,2,no
54,management,divorced,third,0,no,88,1,no
31,management,married,third,1323,yes,85,1,no
41,entrepreneur,married,second,2105,yes,134,1,no
44,unknown,married,second,2319,no,251,3,no
35,services,single,second,35,yes,152,1,no
60,management,married,third,877,no,182,1,no
23,bluecollar,single,first,60,yes,379,17,no
51,entrepreneur,married,second,1882,no,123,6,no
60,retired,married,second,89,no,156,2,no
23,selfemployed,married,second,104,no,632,1,no
31,management,married,third,1750,yes,90,3,no
56,management,married,first,772,yes,291,1,no
42,technician,married,second,1048,yes,23,2,no
52,entrepreneur,married,first,592,no,122,2,no
40,technician,married,second,0,yes,105,2,no
36,services,married,second,6064,yes,1123,4,no
40,services,married,first,63,no,70,3,no
46,bluecollar,married,second,0,yes,264,2,no
32,admin.,single,second,1649,no,184,2,no
31,housemaid,single,third,287,yes,182,1,no
41,technician,divorced,second,0,yes,386,2,no
58,housemaid,married,first,419,no,295,3,no
36,services,married,second,257,yes,86,2,no
52,technician,married,second,118,no,16,18,no
42,management,married,third,251,no,413,2,no
32,management,single,third,1731,yes,323,3,no
62,management,married,third,0,no,78,3,no
31,technician,single,third,23,no,121,3,no
41,bluecollar,single,second,386,no,477,1,yes
34,selfemployed,married,third,5498,no,265,1,no
44,management,single,third,5063,no,418,2,yes
42,bluecollar,married,first,7041,yes,386,4,no
37,entrepreneur,single,second,654,no,594,2,no
47,management,married,third,1890,no,161,1,no
32,unemployed,married,second,2400,yes,450,3,no
46,bluecollar,married,second,519,yes,217,6,no
39,technician,single,third,1190,no,136,1,no
28,services,single,second,229,yes,322,1,no
26,student,single,second,183,no,104,1,no
52,technician,married,second,1818,no,189,2,no
42,unemployed,married,second,1289,no,250,4,yes
63,technician,divorced,third,39,no,123,5,no
73,retired,married,first,796,no,427,1,yes
35,admin.,single,second,57,no,632,2,no
40,management,married,third,1548,yes,101,3,no
51,technician,married,second,117,no,467,2,yes
37,admin.,single,second,0,yes,640,2,no
39,management,married,third,691,yes,517,1,no
28,bluecollar,married,second,64,yes,160,3,no
49,technician,divorced,third,0,yes,177,3,no
36,admin.,married,second,957,yes,186,1,no
45,technician,married,second,118,yes,188,2,no
29,technician,single,third,218,yes,169,1,no
35,management,married,second,724,yes,287,2,yes
35,housemaid,married,third,18,yes,505,3,no
60,bluecollar,married,second,28,yes,284,2,no
46,bluecollar,married,first,665,no,89,4,no
25,student,single,third,5,no,138,1,no
36,management,married,third,925,no,321,3,yes
42,bluecollar,married,first,2519,yes,262,4,no
57,admin.,married,second,3927,no,61,1,no
42,management,divorced,third,401,yes,217,9,no
29,management,married,third,581,yes,192,2,no
36,technician,married,third,1327,no,174,2,no
31,unemployed,married,second,3242,no,292,2,no
59,technician,married,first,3163,yes,240,2,no
50,unemployed,divorced,second,32,no,282,2,no
47,admin.,married,second,310,yes,128,6,no
46,housemaid,married,first,0,no,161,1,no
26,bluecollar,single,first,155,yes,291,1,no
31,services,single,second,11386,yes,356,1,no
60,services,married,third,1380,yes,294,2,no
47,bluecollar,single,unknown,2423,no,422,1,no
23,technician,single,third,1129,yes,806,1,yes
44,unemployed,single,first,4232,no,227,1,no
42,selfemployed,married,second,5564,no,560,2,no
32,services,single,second,402,yes,135,1,no
28,admin.,single,second,1323,yes,361,1,no
57,retired,married,first,1623,yes,246,1,no
38,technician,married,third,1042,yes,419,2,no
22,student,single,second,2488,no,449,2,yes
54,admin.,married,second,865,yes,71,1,no
32,technician,married,third,1053,yes,357,3,no
32,management,married,third,1667,yes,164,2,no
59,admin.,divorced,second,975,yes,263,4,no
45,technician,married,second,2571,no,146,2,no
53,unknown,married,first,732,no,759,2,yes
50,admin.,divorced,second,769,no,72,2,no
34,technician,married,second,136,yes,131,2,no
35,admin.,divorced,second,3636,no,808,2,yes
60,,married,third,931,no,1183,1,no
62,housemaid,married,second,565,no,123,3,no
40,bluecollar,married,second,271,yes,483,2,no
26,selfemployed,single,third,1153,no,238,3,no
34,management,married,third,73,yes,90,1,no
50,unknown,married,unknown,558,no,464,1,yes
31,unknown,divorced,third,137,no,385,9,no
35,technician,married,second,700,yes,240,2,no
55,retired,married,first,966,no,104,1,no
34,admin.,married,second,96,no,109,2,no
58,retired,married,first,4007,no,598,4,no
50,management,single,third,567,yes,274,8,no
31,technician,single,second,40,no,123,2,no
47,admin.,divorced,second,136,no,70,1,no
38,selfemployed,single,third,917,yes,260,1,no
46,management,single,third,593,yes,190,3,no
42,bluecollar,married,first,505,yes,521,2,no
34,bluecollar,married,second,2542,yes,228,1,no
37,management,married,third,5355,no,466,4,yes
38,student,single,third,807,no,74,2,no
59,retired,married,second,9976,yes,57,2,no
32,admin.,married,second,0,no,119,3,no
55,management,married,third,540,no,124,2,no
35,bluecollar,married,second,280,yes,65,50,no
56,management,divorced,third,59,no,127,6,no
27,admin.,married,second,517,yes,172,3,no
42,unemployed,single,second,2613,yes,174,6,no
42,student,married,unknown,7,no,41,6,no
41,bluecollar,married,first,0,yes,232,3,no
53,retired,divorced,second,180,no,161,1,no
67,retired,married,first,2601,no,124,1,no
53,housemaid,married,first,104,no,701,1,yes
63,bluecollar,married,first,191,yes,162,2,no
31,technician,single,unknown,694,yes,231,2,no
31,admin.,married,second,212,yes,191,3,no
60,management,married,third,1882,yes,249,5,no
48,bluecollar,married,unknown,131,yes,189,1,no
60,technician,single,second,175,no,167,4,no
23,technician,single,third,0,no,73,4,no
38,management,divorced,third,4425,yes,162,1,no
46,unemployed,married,second,3563,yes,235,2,no
59,bluecollar,divorced,second,3573,no,44,1,no
44,management,divorced,third,476,yes,127,2,no
35,bluecollar,married,second,1257,yes,93,3,no
55,bluecollar,married,unknown,23,no,123,1,no
39,management,single,third,0,yes,81,2,no
36,services,single,second,398,yes,77,2,no
63,bluecollar,married,second,745,yes,115,4,no
48,management,single,third,8106,no,125,1,no
63,management,single,third,0,no,53,4,no
67,retired,married,unknown,696,no,77,2,no
48,unemployed,divorced,second,1266,yes,45,1,no
57,management,married,third,2416,no,74,2,no
31,housemaid,married,first,25,no,169,5,no
60,student,single,third,7513,no,269,2,no
56,entrepreneur,divorced,first,29,no,52,2,no
26,bluecollar,married,first,5116,yes,246,3,no
44,management,married,second,1746,yes,218,1,no
44,technician,divorced,second,14,no,167,1,yes
31,management,married,third,4148,yes,316,3,yes
47,selfemployed,married,unknown,14,yes,142,1,no
60,admin.,single,second,105,yes,75,1,no
37,management,married,third,767,no,184,1,no
56,admin.,divorced,first,0,no,542,1,no
23,management,single,second,228,yes,122,2,no
42,services,married,second,508,yes,70,1,no
60,management,married,second,725,yes,266,1,no
34,bluecollar,married,unknown,41,yes,34,9,no
34,management,single,third,184,no,183,4,no
41,management,married,third,251,no,85,3,no
38,management,divorced,second,17,no,11,4,no
23,services,married,second,19,yes,13,10,no
63,management,married,third,1064,yes,562,1,yes
36,bluecollar,married,second,777,yes,185,3,no
49,unemployed,married,third,377,no,158,1,no
34,admin.,divorced,second,479,yes,515,1,yes
40,technician,divorced,second,375,yes,60,5,no
72,retired,married,first,796,no,173,2,no
23,technician,married,second,17,yes,353,4,no
44,bluecollar,married,second,1071,yes,123,3,no
35,admin.,married,second,0,yes,18,5,no
46,admin.,divorced,second,7378,no,466,1,no
55,admin.,married,second,865,yes,85,1,no
50,technician,divorced,second,701,yes,148,1,no
23,bluecollar,single,unknown,817,yes,123,1,no
34,student,married,unknown,1387,no,121,1,no
40,bluecollar,married,second,0,yes,245,3,no
61,retired,married,second,2917,no,215,1,yes
53,technician,married,second,4541,yes,190,6,no
57,technician,married,second,0,no,44,1,no
28,bluecollar,married,second,4287,no,171,1,no
25,admin.,married,second,242,yes,62,12,no
38,bluecollar,married,second,171,yes,172,1,no
27,services,single,second,259,yes,78,10,no
45,bluecollar,married,second,827,yes,319,5,no
31,services,single,second,469,no,111,1,no
39,bluecollar,married,first,2226,yes,158,1,no
42,technician,married,second,0,no,82,12,no
46,management,married,third,477,yes,128,6,no
36,services,married,second,42,yes,102,4,no
60,management,single,third,775,yes,124,2,no
32,bluecollar,married,second,9,yes,634,2,no
52,technician,married,third,2557,no,134,5,yes
31,management,married,third,2395,no,218,1,no
60,management,married,first,4895,no,313,1,no
35,bluecollar,single,second,376,yes,187,3,no
38,management,married,third,389,yes,262,1,no
46,management,divorced,third,134,no,134,2,no
45,entrepreneur,divorced,third,1273,yes,197,3,no
59,services,married,second,0,yes,214,3,no
34,management,married,third,2892,yes,1165,7,no
63,technician,divorced,second,0,yes,177,2,no
46,management,single,second,295,yes,141,6,no
48,admin.,married,second,292,yes,164,6,no
31,services,single,second,85,no,151,1,no
32,technician,married,second,4,no,145,2,no
35,bluecollar,divorced,first,587,yes,111,1,no
36,bluecollar,single,first,367,no,217,1,no
52,management,married,third,1224,yes,253,4,no
45,management,divorced,third,959,no,74,1,no
34,management,married,third,0,no,263,2,no
25,bluecollar,married,first,589,yes,263,1,no
26,management,single,third,8,no,402,2,no
57,management,married,unknown,0,no,585,1,no
48,management,married,first,247,yes,145,1,no
48,technician,married,unknown,5523,no,123,5,no
32,bluecollar,married,first,642,no,524,1,no
58,retired,married,second,11,no,270,1,no
57,management,married,first,226,yes,272,1,no
31,entrepreneur,married,third,5191,no,187,2,no
63,bluecollar,single,second,318,no,268,2,no
53,entrepreneur,married,third,2289,yes,183,1,no
36,admin.,married,second,725,yes,123,3,no
32,technician,single,third,705,yes,18,4,no
45,bluecollar,married,second,776,yes,232,4,no
35,unemployed,married,third,816,yes,547,7,no
41,services,married,second,171,no,71,9,no
54,services,married,second,812,no,113,6,no
49,services,married,second,823,no,780,4,yes
28,technician,single,second,1453,yes,246,1,no
24,bluecollar,single,unknown,231,yes,108,12,no
60,admin.,single,second,1009,yes,253,1,no
32,selfemployed,married,first,286,yes,175,1,no
53,entrepreneur,married,third,22370,yes,106,1,no
42,bluecollar,married,first,2111,yes,86,2,no
48,bluecollar,married,first,5366,yes,248,3,no
63,technician,married,second,181,yes,265,2,no
31,bluecollar,divorced,second,452,yes,182,5,no
56,unemployed,divorced,first,1770,no,916,3,no
58,retired,married,first,0,no,506,1,no
37,admin.,single,second,296,yes,81,1,no
59,management,married,first,2358,yes,60,1,no
50,management,single,third,1180,no,904,3,yes
39,housemaid,single,first,109,yes,699,3,no
60,technician,married,second,616,yes,19,1,no
47,services,divorced,second,4906,yes,389,1,no
44,selfemployed,married,second,313,no,211,4,no
38,bluecollar,married,first,290,yes,283,1,no
50,management,married,third,1240,no,474,2,no
27,admin.,single,third,3672,yes,157,2,no
73,retired,married,second,19,no,509,2,no
46,bluecollar,married,first,123,yes,279,1,no
56,retired,divorced,second,212,no,27,1,no
36,management,married,third,9,no,386,4,yes
63,bluecollar,married,first,6074,no,679,1,no
40,,married,third,1734,yes,169,1,no
52,management,married,third,575,no,315,1,no
51,bluecollar,married,second,397,yes,293,2,no
63,bluecollar,married,second,640,yes,239,3,no
54,services,married,second,158,yes,198,1,no
44,management,married,second,2984,yes,770,2,no
50,entrepreneur,married,second,1011,yes,340,2,no
45,bluecollar,single,second,0,yes,1472,1,yes
36,management,married,third,1163,yes,293,1,yes
42,technician,married,second,4945,yes,311,2,yes
37,technician,married,second,712,yes,291,2,no
28,services,single,second,427,yes,965,2,no
56,admin.,married,second,2146,no,594,1,no
59,admin.,married,second,92,yes,139,2,no
32,unemployed,married,second,10,yes,501,4,no
57,retired,married,first,1238,yes,274,1,no
49,admin.,single,second,981,yes,10,3,no
56,entrepreneur,married,unknown,575,no,18,2,no
48,admin.,divorced,unknown,70,no,223,1,no
27,student,single,third,3763,yes,198,1,yes
31,management,single,third,574,yes,410,2,no
28,bluecollar,single,second,23,no,190,1,no
36,management,married,third,428,no,121,1,no
58,housemaid,married,first,0,yes,148,1,no
46,admin.,married,second,0,yes,239,2,no
32,management,single,third,474,yes,90,3,no
39,services,married,second,540,no,29,1,no
35,selfemployed,married,third,560,yes,58,1,no
31,management,married,third,325,yes,1139,2,yes
29,management,single,third,237,no,504,1,yes
48,bluecollar,married,first,574,no,348,1,no
60,retired,married,first,0,no,160,3,no
74,retired,married,second,935,no,100,1,no
60,services,married,second,699,yes,544,1,no
52,admin.,single,first,0,no,182,11,no
24,bluecollar,married,second,218,yes,90,1,no
29,services,married,second,11417,yes,272,2,no
63,housemaid,married,first,212,yes,260,2,no
34,bluecollar,married,second,67,yes,672,3,no
45,admin.,divorced,second,0,no,264,1,yes
31,bluecollar,married,second,0,no,275,2,no
45,technician,married,second,1673,no,76,1,no
27,services,married,second,1182,yes,749,2,no
60,management,single,third,4213,no,142,4,no
45,bluecollar,married,first,0,no,454,2,no
57,bluecollar,married,second,1521,yes,102,2,no
34,management,married,third,1310,no,521,3,no
40,admin.,married,second,0,yes,57,1,no
39,management,married,third,399,no,504,1,no
46,technician,married,third,405,no,138,3,no
55,management,divorced,third,9756,yes,103,2,yes
25,management,single,third,2506,no,485,1,yes
34,management,married,third,697,no,166,1,no
37,bluecollar,married,first,403,yes,318,2,no
64,retired,divorced,third,890,no,531,3,no
45,technician,divorced,second,809,yes,155,2,no
57,housemaid,married,second,158,yes,73,1,no
21,student,single,unknown,137,yes,198,3,no
58,housemaid,married,second,2705,no,137,1,no
41,bluecollar,single,second,75,yes,479,9,yes
41,management,married,unknown,2457,yes,285,1,no
58,management,married,third,541,yes,98,1,no
63,management,married,third,287,yes,199,2,no
32,management,married,third,273,yes,97,3,no
44,services,divorced,second,0,yes,389,5,no
47,unknown,married,unknown,677,no,384,1,no
41,selfemployed,married,first,340,no,37,3,no
54,technician,married,third,98,no,418,4,no
47,technician,divorced,third,477,yes,973,1,no
32,management,single,third,2629,no,77,4,no
59,housemaid,married,third,0,no,376,2,no
29,technician,single,third,2325,no,125,1,yes
48,services,married,second,18,no,142,2,no
32,technician,single,second,260,yes,442,1,yes
46,management,divorced,second,852,no,728,2,no
31,bluecollar,single,first,280,no,281,3,no
53,bluecollar,married,second,25,no,528,2,yes
34,technician,single,third,9851,yes,128,5,no
48,services,single,unknown,5095,yes,71,1,no
32,technician,married,second,687,no,161,4,no
31,management,married,second,1368,yes,129,4,no
27,bluecollar,single,first,179,yes,54,2,no
60,admin.,married,second,396,yes,423,1,no
34,bluecollar,single,third,1011,yes,136,1,no
52,selfemployed,married,second,9,no,44,1,no
48,bluecollar,married,second,1159,yes,1181,9,no
45,technician,married,first,322,no,225,2,no
54,technician,divorced,second,1114,yes,81,1,no
52,services,married,second,1872,no,224,1,no
47,entrepreneur,married,third,459,yes,189,4,no
54,unknown,married,second,1157,no,98,2,no
34,bluecollar,married,second,8609,yes,50,1,no
39,technician,single,third,1023,no,195,10,no
46,technician,married,second,1898,no,110,2,no
26,unemployed,single,second,461,no,214,1,no
37,technician,single,second,61,yes,182,8,no
47,bluecollar,married,second,1183,yes,239,2,no
35,technician,married,second,1067,no,179,6,no
57,unemployed,married,first,0,no,540,1,no
34,management,married,third,1657,yes,566,2,no
47,technician,married,second,1219,no,697,4,yes
27,technician,married,second,7,yes,98,2,no
40,bluecollar,married,second,839,yes,1018,2,yes
39,technician,married,second,994,no,221,1,no
36,entrepreneur,married,third,6,no,246,1,no
42,technician,single,second,0,no,656,2,no
23,bluecollar,single,first,8627,yes,281,1,no
34,management,married,third,163,yes,65,1,no
34,bluecollar,married,second,247,yes,193,5,no
49,services,married,second,1114,no,283,1,no
57,bluecollar,married,first,1592,no,78,4,no
59,retired,married,unknown,0,no,425,6,no
57,admin.,married,third,46,no,238,2,no
34,bluecollar,married,second,1221,yes,182,1,no
61,management,married,second,985,no,998,6,yes
35,bluecollar,divorced,second,0,yes,477,1,no
42,management,married,third,518,no,158,1,no
57,services,married,third,10,no,318,3,no
42,bluecollar,married,second,2157,yes,149,1,no
53,retired,married,second,6095,yes,410,5,no
63,retired,married,third,163,yes,104,2,no
47,selfemployed,married,second,1121,no,454,6,no
54,services,married,second,88,yes,190,1,no
45,admin.,married,second,0,no,145,10,no
28,management,single,third,328,yes,318,2,no
58,unemployed,married,second,610,yes,246,2,no
48,management,single,third,414,no,761,2,no
35,management,divorced,third,0,yes,171,1,yes
37,selfemployed,married,third,0,no,123,1,no
37,bluecollar,married,second,685,yes,968,1,no
37,management,married,first,22856,no,154,1,no
25,services,single,second,352,no,246,1,no
58,bluecollar,married,second,602,yes,181,1,no
52,management,married,second,588,yes,81,4,no
19,student,single,second,602,no,185,1,yes
59,bluecollar,married,second,5314,yes,180,3,no
41,technician,married,second,64,yes,210,2,no
34,technician,single,third,632,no,215,10,no
35,technician,single,second,5731,yes,164,2,no
41,technician,married,second,902,no,35,6,no
28,bluecollar,single,second,6607,yes,615,1,no
53,management,divorced,second,112,no,246,3,no
35,services,married,second,0,no,42,1,no
63,admin.,single,third,621,no,217,1,no
37,technician,single,second,235,yes,210,1,no
32,technician,married,second,782,yes,116,4,no
32,bluecollar,married,second,478,yes,180,1,no
54,services,married,unknown,7864,yes,145,4,no
44,bluecollar,married,second,1910,yes,41,1,no
36,technician,divorced,third,1174,yes,192,2,no
56,admin.,married,second,1270,yes,80,2,no
60,management,single,third,18,no,121,11,no
36,bluecollar,married,second,141,yes,106,3,no
23,management,married,third,2886,no,260,1,no
40,technician,married,second,2715,yes,125,2,no
32,technician,single,third,1100,yes,67,1,no
34,bluecollar,married,second,516,yes,26,1,no
37,services,married,second,1,no,395,2,no
28,admin.,single,second,775,no,603,2,no
35,unknown,married,first,634,no,185,2,no
53,bluecollar,single,second,5715,no,287,2,no
60,admin.,married,unknown,1088,yes,149,1,no
40,entrepreneur,married,second,1532,yes,173,7,no
57,retired,married,first,75,no,118,2,no
29,technician,single,second,103,no,314,1,no
44,bluecollar,married,first,134,yes,378,1,no
41,admin.,single,second,748,no,94,7,no
47,technician,married,second,1990,yes,108,4,no
23,technician,married,third,192,no,183,2,no
37,technician,single,second,267,no,121,1,no
34,technician,single,third,586,yes,489,2,no
60,bluecollar,single,second,648,yes,287,1,no
57,entrepreneur,divorced,second,25,yes,652,1,no
26,admin.,single,second,96,yes,612,2,no
34,management,married,third,1116,yes,53,5,no
46,technician,divorced,second,90,no,270,1,yes
38,entrepreneur,married,third,170,yes,442,1,yes
37,technician,single,second,3665,no,664,3,yes
28,management,single,third,2380,no,394,2,no
57,bluecollar,married,first,179,no,260,3,no
39,management,married,third,763,yes,877,7,yes
49,services,married,second,318,no,1971,4,yes
38,technician,married,second,1960,yes,161,2,no
27,bluecollar,married,second,818,yes,188,5,no
60,admin.,married,second,2678,yes,23,5,no
38,admin.,married,third,1980,no,176,2,no
36,management,married,third,1582,no,26,2,no
38,retired,single,unknown,62,no,212,1,no
59,housemaid,married,first,235,no,119,2,no
37,management,married,third,489,yes,185,5,no
29,selfemployed,married,third,3931,yes,73,4,no
23,bluecollar,married,second,699,yes,1258,2,yes
63,technician,married,second,58,yes,57,2,no
54,housemaid,divorced,second,1327,no,115,2,no
55,services,married,second,557,no,58,1,no
32,technician,single,third,741,yes,238,1,no
48,management,married,first,3260,yes,187,3,no
63,management,single,third,1239,yes,178,2,no
46,admin.,married,second,118,yes,18,11,no
44,management,married,third,1058,no,188,3,yes
47,bluecollar,married,first,881,yes,123,1,no
38,technician,married,second,6728,no,232,1,yes
80,retired,married,second,462,no,127,2,no
40,selfemployed,married,second,167,yes,380,4,no
23,entrepreneur,married,third,1574,yes,167,3,no
32,technician,single,third,1625,no,796,1,yes
39,management,married,third,562,no,603,2,no
63,technician,married,second,9605,yes,407,2,no
31,technician,single,second,35,no,229,1,no
36,management,single,third,0,no,108,2,no
35,management,single,third,2486,yes,265,1,no
25,services,single,second,368,no,168,1,no
63,management,single,second,1558,yes,97,1,no
23,bluecollar,single,first,8627,yes,169,1,no
31,management,single,third,2590,no,103,2,no
36,management,married,third,0,yes,599,3,no
44,technician,single,third,900,yes,322,2,no
31,management,,third,385,yes,604,1,no
55,bluecollar,married,first,1649,yes,52,3,no
51,housemaid,divorced,second,9228,no,655,4,yes
36,admin.,married,second,0,yes,101,2,no
27,unemployed,single,third,1,no,65,2,no
40,services,married,second,771,yes,173,4,no
49,services,married,second,280,yes,162,3,no
59,retired,married,first,46,no,78,2,no
32,management,married,third,2231,yes,646,5,yes
42,retired,single,third,608,no,114,2,no
35,management,divorced,third,160,yes,141,6,no
29,bluecollar,single,second,555,yes,163,4,no
29,technician,single,second,778,yes,1994,2,no
37,bluecollar,single,second,48,no,140,2,no
49,admin.,married,first,169,yes,82,3,no
51,services,divorced,second,12,yes,150,1,no
61,housemaid,married,first,848,no,605,1,no
23,management,married,second,481,yes,164,1,no
42,services,married,third,12223,yes,36,1,no
24,bluecollar,married,second,254,yes,290,2,no
46,selfemployed,married,third,1148,no,104,2,no
23,admin.,single,second,5,no,413,1,no
26,services,single,second,50,yes,153,1,no
23,bluecollar,divorced,first,92,yes,237,2,no
35,technician,single,third,470,yes,723,13,yes
38,technician,married,second,0,no,82,4,no
56,unemployed,divorced,first,109,no,924,4,no
31,services,married,second,440,yes,117,3,no
32,management,single,third,0,no,550,4,yes
28,services,single,second,2685,no,5,1,no
26,admin.,divorced,second,3,yes,181,5,no
49,management,married,third,7007,no,325,2,no
63,admin.,married,second,218,yes,345,1,no
80,retired,married,first,1548,no,631,2,no
40,bluecollar,married,second,326,yes,112,1,no
42,technician,divorced,second,0,yes,115,6,no
46,bluecollar,married,second,123,no,381,3,no
32,management,single,third,697,no,119,1,no
37,services,single,third,223,yes,25,1,no
32,student,married,second,1694,yes,929,1,no
53,management,married,third,4446,yes,429,1,no
39,management,married,third,894,yes,491,1,no
